customer_id,first_name,last_name,birthdate,gender,marital_status,id_creation_date,email,phone_number,loyalty_points
cst_aw00054,Jannat,Hossain,4/13/1964,Female,Single,6/9/2017,jannat.hossain@example.com,1922403161,47
cst_aw00055,Lina,Khan,5/4/1959,Female,Single,8/26/2011,lina.khan@example.com,1951259901,286
cst_aw00056,Mim,Biswas,3/1/1997,Female,Single,11/11/2020,mim.biswas@example.com,1738308997,1541
cst_aw00057,Rina,Mollah,1/20/2004,Female,Married,8/6/2021,rina.mollah@example.com,1631083395,1340
cst_aw00058,Fatima,Sarkar,12/3/1967,Female,Single,6/27/2022,fatima.sarkar@example.com,1848591245,1764
cst_aw00059,Shahriar,Islam,8/2/1972,Male,Married,1/5/2012,shahriar.islam@example.com,1910242094,1793
cst_aw00060,Jamal,Sarkar,7/15/1995,Male,Single,2/24/2010,jamal.sarkar@example.com,1514235528,662
cst_aw00061,Nusrat,Chowdhury,1/30/2001,Female,Married,8/26/2012,nusrat.chowdhury@example.com,1689001257,998
cst_aw00062,Rafiq,Hossain,2/25/1964,Male,Married,7/17/2018,rafiq.hossain@example.com,1788943744,1509
cst_aw00063,Nusrat,Ahmed,3/9/2005,Female,Married,11/24/2021,nusrat.ahmed@example.com,1868625032,854
cst_aw00064,Tahmina,Mollah,9/2/1976,Female,Married,10/29/2010,tahmina.mollah@example.com,1681171852,1697
cst_aw00065,Farid,Hossain,12/10/1975,Male,Married,11/23/2019,farid.hossain@example.com,1692051678,358
cst_aw00066,Rina,Miah,9/8/1957,Female,Married,5/5/2023,rina.miah@example.com,1780004253,381
cst_aw00067,Tahmina,Khan,2/8/1980,Female,Married,1/15/2010,tahmina.khan@example.com,1604999337,436
cst_aw00068,Rina,Biswas,6/7/1963,Female,Married,4/22/2017,rina.biswas@example.com,1647046505,1075
cst_aw00069,Lina,Khan,5/9/1964,Female,Single,2/22/2019,lina.khan@example.com,1913132439,827
cst_aw00070,Kamal,Sarkar,12/11/1972,Male,Married,11/9/2018,kamal.sarkar@example.com,1831506434,626
cst_aw00071,Kamal,Hossain,11/14/1986,Male,Married,10/13/2012,kamal.hossain@example.com,1571341740,1143
cst_aw00072,Sonia,Biswas,6/22/1986,Female,Single,1/12/2021,sonia.biswas@example.com,1874265305,77
cst_aw00073,Sabina,Biswas,5/26/1962,Female,Married,5/16/2015,sabina.biswas@example.com,1823455177,1041
cst_aw00074,Jannat,Chowdhury,1/27/1961,Female,Married,5/3/2010,jannat.chowdhury@example.com,1850851992,1648
cst_aw00075,Abdul,Ahmed,9/21/1999,Male,Single,8/6/2012,abdul.ahmed@example.com,1746186688,1650
cst_aw00076,Sabina,Mollah,4/3/1984,Female,Married,5/6/2013,sabina.mollah@example.com,1658070753,598
cst_aw00077,Ayesha,Khan,6/19/1998,Female,Single,7/10/2010,ayesha.khan@example.com,1694147177,1299
cst_aw00078,Sonia,Biswas,1/6/1983,Female,Married,1/24/2020,sonia.biswas@example.com,1692688646,595
cst_aw00079,Mim,Khan,11/29/1960,Female,Single,4/25/2012,mim.khan@example.com,1638604635,1100
cst_aw00080,Rina,Rahman,2/19/1964,Female,Married,8/11/2019,rina.rahman@example.com,1730875002,1431
cst_aw00081,Sonia,Islam,9/2/1977,Female,Married,3/6/2019,sonia.islam@example.com,1943870868,1528
cst_aw00082,Nusrat,Hossain,3/15/1970,Female,Married,8/17/2014,nusrat.hossain@example.com,1963219655,1437
cst_aw00083,Ayesha,Mollah,9/29/1977,Female,Married,1/15/2020,ayesha.mollah@example.com,1636378267,943
cst_aw00084,Imran,Sarkar,10/26/1979,Male,Single,11/18/2017,imran.sarkar@example.com,1555369460,622
cst_aw00085,Fatima,Chowdhury,1/18/1968,Female,Married,12/5/2014,fatima.chowdhury@example.com,1746044210,298
cst_aw00086,Hasan,Hossain,7/6/1998,Male,Divorced,9/30/2010,hasan.hossain@example.com,1991022238,1886
cst_aw00087,Tahmina,Chowdhury,6/5/1958,Female,Married,8/17/2013,tahmina.chowdhury@example.com,1907846793,1302
cst_aw00088,Sajid,Khan,4/5/1963,Male,Married,4/14/2019,sajid.khan@example.com,1975271098,1098
cst_aw00089,Mim,Chowdhury,9/16/1957,Female,Single,8/15/2013,mim.chowdhury@example.com,1927412188,902
cst_aw00090,Sabina,Islam,5/29/1997,Female,Single,3/9/2023,sabina.islam@example.com,1835561956,1475
cst_aw00091,Rina,Biswas,2/18/1957,Female,Married,10/1/2016,rina.biswas@example.com,1574923223,1030
cst_aw00092,Nusrat,Biswas,2/8/1990,Female,Married,2/25/2013,nusrat.biswas@example.com,1930218130,1883
cst_aw00093,Sajid,Mollah,12/22/1981,Male,Married,6/15/2022,sajid.mollah@example.com,1523670712,277
cst_aw00094,Fatima,Biswas,7/30/1984,Female,Married,9/20/2014,fatima.biswas@example.com,1564158810,895
cst_aw00095,Fatima,Khan,5/17/1993,Female,Married,5/19/2013,fatima.khan@example.com,1618973343,254
cst_aw00096,Abdul,Sarkar,9/13/2001,Male,Single,2/1/2024,abdul.sarkar@example.com,1697592498,1657
cst_aw00097,Hasan,Islam,1/17/1984,Male,Single,6/6/2022,hasan.islam@example.com,1915614815,922
cst_aw00098,Farid,Sarkar,12/14/1974,Male,Single,9/20/2011,farid.sarkar@example.com,1982887487,1629
cst_aw00099,Shahriar,Chowdhury,11/27/1955,Male,Single,11/7/2021,shahriar.chowdhury@example.com,1808597647,802
cst_aw00100,Imran,Rahman,6/11/1993,Male,Married,11/30/2016,imran.rahman@example.com,1655917538,831
cst_aw00101,Imran,Sarkar,2/14/1992,Male,Married,8/28/2023,imran.sarkar@example.com,1762835053,688
cst_aw00102,Sabina,Mollah,3/9/1986,Female,Married,5/12/2016,sabina.mollah@example.com,1581346000,204
cst_aw00103,Mim,Khan,11/11/1983,Female,Single,8/20/2013,mim.khan@example.com,1700117547,509
cst_aw00104,Shahriar,Biswas,12/8/1956,Male,Married,7/5/2019,shahriar.biswas@example.com,1707647468,139
cst_aw00105,Tahmina,Khan,7/14/1993,Female,Single,1/27/2016,tahmina.khan@example.com,1562685843,243
cst_aw00106,Shahriar,Mollah,4/7/1956,Male,Married,7/5/2017,shahriar.mollah@example.com,1562822760,1958
cst_aw00107,Md.,Biswas,1/29/1961,Male,Single,8/22/2016,md.biswas@example.com,1902984822,890
cst_aw00108,Shahriar,Ahmed,8/31/1987,Male,Married,1/24/2021,shahriar.ahmed@example.com,1671897679,1200
cst_aw00109,Shahriar,Sarkar,9/5/1974,Male,Divorced,6/11/2010,shahriar.sarkar@example.com,1805375432,358
cst_aw00110,Rina,Islam,8/16/1993,Female,Single,10/15/2021,rina.islam@example.com,1581205746,1295
cst_aw00111,Sonia,Ahmed,6/18/1966,Female,Married,10/30/2013,sonia.ahmed@example.com,1762903518,1257
cst_aw00112,Mim,Biswas,11/10/1996,Female,Married,7/8/2022,mim.biswas@example.com,1513027231,1954
cst_aw00113,Sajid,Islam,2/16/1958,Male,Married,7/24/2017,sajid.islam@example.com,1890641642,1486
cst_aw00114,Nusrat,Ahmed,1/11/1970,Female,Divorced,3/9/2021,nusrat.ahmed@example.com,1926500330,1228
cst_aw00115,Rafiq,Sarkar,5/4/1973,Male,Single,5/26/2015,rafiq.sarkar@example.com,1706343146,1310
cst_aw00116,Shahriar,Biswas,12/5/1997,Male,Married,8/1/2023,shahriar.biswas@example.com,1994685682,854
cst_aw00117,Fatima,Mollah,4/18/1976,Female,Married,1/6/2015,fatima.mollah@example.com,1977356837,227
cst_aw00118,Kamal,Khan,8/27/1960,Male,Married,5/4/2017,kamal.khan@example.com,1880423702,519
cst_aw00119,Lina,Islam,12/5/1974,Female,Single,12/31/2010,lina.islam@example.com,1517151808,880
cst_aw00120,Ayesha,Ahmed,6/12/1975,Female,Single,12/28/2023,ayesha.ahmed@example.com,1623414159,1762
cst_aw00121,Mim,Khan,2/3/1978,Female,Married,11/1/2013,mim.khan@example.com,1644942375,1899
cst_aw00122,Shahriar,Ahmed,10/30/1983,Male,Divorced,6/20/2013,shahriar.ahmed@example.com,1648272119,60
cst_aw00123,Abdul,Sarkar,9/5/1977,Male,Married,4/22/2011,abdul.sarkar@example.com,1701355809,679
cst_aw00124,Nusrat,Biswas,6/30/1998,Female,Single,3/3/2018,nusrat.biswas@example.com,1566241090,661
cst_aw00125,Nusrat,Rahman,4/2/1966,Female,Single,3/16/2017,nusrat.rahman@example.com,1733832234,625
cst_aw00126,Fatima,Ahmed,3/24/1969,Female,Widowed,7/12/2011,fatima.ahmed@example.com,1803517037,1254
cst_aw00127,Mim,Miah,2/10/1986,Female,Single,9/4/2010,mim.miah@example.com,1512614505,94
cst_aw00128,Abdul,Khan,10/15/1969,Male,Single,8/24/2014,abdul.khan@example.com,1583168142,1554
cst_aw00129,Kamal,Khan,1/19/1990,Male,Married,12/16/2013,kamal.khan@example.com,1881172365,965
cst_aw00130,Shahriar,Hossain,10/13/1959,Male,Single,6/13/2016,shahriar.hossain@example.com,1818768880,1357
cst_aw00131,Fatima,Rahman,10/21/1968,Female,Single,2/19/2014,fatima.rahman@example.com,1860194069,1084
cst_aw00132,Hasan,Mollah,4/8/1994,Male,Divorced,5/14/2020,hasan.mollah@example.com,1650044086,753
cst_aw00133,Tahmina,Miah,1/29/2005,Female,Married,6/26/2021,tahmina.miah@example.com,1962314240,502
cst_aw00134,Md.,Mollah,4/18/2004,Male,Single,4/10/2018,md.mollah@example.com,1790519295,1186
cst_aw00135,Rafiq,Ahmed,3/14/1993,Male,Married,3/31/2016,rafiq.ahmed@example.com,1927758594,388
cst_aw00136,Imran,Miah,12/28/1969,Male,Single,11/23/2020,imran.miah@example.com,1740997302,1622
cst_aw00137,Sabina,Miah,8/30/1968,Female,Single,4/17/2011,sabina.miah@example.com,1828256725,1143
cst_aw00138,Rafiq,Khan,1/19/1980,Male,Single,9/26/2010,rafiq.khan@example.com,1886447305,1352
cst_aw00139,Mim,Khan,9/26/1970,Female,Divorced,12/5/2016,mim.khan@example.com,1989945676,1575
cst_aw00140,Ayesha,Mollah,1/11/1981,Female,Single,8/17/2012,ayesha.mollah@example.com,1900228441,1188
cst_aw00141,Kamal,Sarkar,12/4/1978,Male,Widowed,2/3/2024,kamal.sarkar@example.com,1744998827,106
cst_aw00142,Jamal,Khan,9/11/1964,Male,Married,6/14/2016,jamal.khan@example.com,1979395473,1009
cst_aw00143,Fatima,Khan,2/2/1964,Female,Single,9/13/2013,fatima.khan@example.com,1897939107,1706
cst_aw00144,Abdul,Mollah,4/19/1989,Male,Single,2/27/2015,abdul.mollah@example.com,1793224151,938
cst_aw00145,Abdul,Ahmed,8/3/1992,Male,Single,8/31/2022,abdul.ahmed@example.com,1515561285,1260
cst_aw00146,Lina,Mollah,8/26/1992,Female,Married,9/16/2011,lina.mollah@example.com,1946412588,328
cst_aw00147,Tahmina,Miah,10/21/2002,Female,Single,9/13/2018,tahmina.miah@example.com,1687998555,1768
cst_aw00148,Rina,Mollah,8/15/1997,Female,Married,3/7/2010,rina.mollah@example.com,1733941698,249
cst_aw00149,Mim,Ahmed,10/28/1983,Female,Married,3/14/2022,mim.ahmed@example.com,1626915213,745
cst_aw00150,Sonia,Hossain,9/16/1991,Female,Single,7/1/2022,sonia.hossain@example.com,1952204209,1131
cst_aw00151,Md.,Hossain,3/5/1991,Male,Married,10/11/2018,md.hossain@example.com,1934306128,169
cst_aw00152,Rafiq,Islam,9/4/1997,Male,Married,12/10/2010,rafiq.islam@example.com,1591095710,1802
cst_aw00153,Sajid,Biswas,9/12/1966,Male,Single,7/1/2015,sajid.biswas@example.com,1713273831,450
cst_aw00154,Jannat,Ahmed,3/2/1960,Female,Single,3/1/2013,jannat.ahmed@example.com,1728064721,1602
cst_aw00155,Imran,Hossain,8/5/1998,Male,Widowed,8/26/2018,imran.hossain@example.com,1922665803,1013
cst_aw00156,Tahmina,Biswas,6/11/1963,Female,Single,11/15/2020,tahmina.biswas@example.com,1753647570,245
cst_aw00157,Jamal,Khan,7/8/1981,Male,Divorced,1/25/2012,jamal.khan@example.com,1953341989,676
cst_aw00158,Nusrat,Hossain,4/10/1956,Female,Single,6/28/2020,nusrat.hossain@example.com,1902661544,506
cst_aw00159,Sonia,Rahman,3/27/2000,Female,Single,4/12/2018,sonia.rahman@example.com,1764166774,1456
cst_aw00160,Lina,Rahman,6/6/1985,Female,Single,8/18/2023,lina.rahman@example.com,1842698573,1937
cst_aw00161,Sonia,Miah,7/10/1963,Female,Married,12/2/2020,sonia.miah@example.com,1669581234,158
cst_aw00162,Hasan,Sarkar,12/8/1956,Male,Divorced,4/8/2024,hasan.sarkar@example.com,1854547502,237
cst_aw00163,Rina,Hossain,1/17/2000,Female,Single,9/10/2016,rina.hossain@example.com,1563566377,412
cst_aw00164,Md.,Sarkar,3/15/1974,Male,Single,8/17/2015,md.sarkar@example.com,1816981442,1756
cst_aw00165,Sajid,Khan,7/6/1969,Male,Married,7/13/2020,sajid.khan@example.com,1716932692,1242
cst_aw00166,Farid,Miah,5/5/1958,Male,Single,1/21/2020,farid.miah@example.com,1579719134,1948
cst_aw00167,Farid,Biswas,4/10/1975,Male,Married,2/26/2022,farid.biswas@example.com,1777422653,219
cst_aw00168,Jannat,Biswas,7/4/1961,Female,Married,1/11/2011,jannat.biswas@example.com,1633369170,91
cst_aw00169,Shahriar,Sarkar,8/13/1955,Male,Single,1/29/2022,shahriar.sarkar@example.com,1955021178,1126
cst_aw00170,Sabina,Biswas,4/18/1998,Female,Single,3/26/2014,sabina.biswas@example.com,1607144049,650
cst_aw00171,Rafiq,Chowdhury,8/8/1960,Male,Single,11/17/2013,rafiq.chowdhury@example.com,1754816820,215
cst_aw00172,Farid,Khan,8/23/2004,Male,Single,4/15/2014,farid.khan@example.com,1925354565,772
cst_aw00173,Shahriar,Islam,4/16/1977,Male,Divorced,1/29/2010,shahriar.islam@example.com,1958399391,1487
cst_aw00174,Rafiq,Miah,1/5/2007,Male,Single,7/18/2022,rafiq.miah@example.com,1934065493,391
cst_aw00175,Rafiq,Ahmed,7/24/1986,Male,Married,8/15/2014,rafiq.ahmed@example.com,1627985165,1474
cst_aw00176,Hasan,Miah,8/6/1974,Male,Married,3/10/2024,hasan.miah@example.com,1956933581,711
cst_aw00177,Ayesha,Khan,11/5/1979,Female,Married,4/4/2021,ayesha.khan@example.com,1698615360,237
cst_aw00178,Ayesha,Sarkar,3/11/1976,Female,Single,7/28/2021,ayesha.sarkar@example.com,1766935688,826
cst_aw00179,Kamal,Chowdhury,5/30/1970,Male,Married,2/8/2020,kamal.chowdhury@example.com,1628579013,1209
cst_aw00180,Kamal,Islam,12/9/1981,Male,Single,1/23/2017,kamal.islam@example.com,1524048164,292
cst_aw00181,Farid,Islam,1/16/1962,Male,Married,9/9/2013,farid.islam@example.com,1988676440,1307
cst_aw00182,Tahmina,Hossain,3/31/1995,Female,Married,5/3/2019,tahmina.hossain@example.com,1725358327,1384
cst_aw00183,Mim,Miah,11/17/1979,Female,Single,3/14/2013,mim.miah@example.com,1871961792,1697
cst_aw00184,Abdul,Rahman,12/16/1970,Male,Single,8/30/2013,abdul.rahman@example.com,1571333613,164
cst_aw00185,Abdul,Ahmed,8/13/1999,Male,Married,9/28/2018,abdul.ahmed@example.com,1970601336,1356
cst_aw00186,Sabina,Ahmed,2/23/1993,Female,Married,8/13/2018,sabina.ahmed@example.com,1877473991,410
cst_aw00187,Rina,Hossain,7/23/1985,Female,Single,11/4/2019,rina.hossain@example.com,1554767471,1721
cst_aw00188,Sajid,Islam,4/16/1959,Male,Single,12/20/2019,sajid.islam@example.com,1817567545,1451
cst_aw00189,Lina,Sarkar,9/23/2002,Female,Single,3/5/2010,lina.sarkar@example.com,1839321986,977
cst_aw00190,Sajid,Biswas,1/5/1983,Male,Single,4/22/2021,sajid.biswas@example.com,1517699695,747
cst_aw00191,Sabina,Chowdhury,4/5/1999,Female,Widowed,6/14/2022,sabina.chowdhury@example.com,1712996470,1740
cst_aw00192,Sabina,Chowdhury,3/14/1979,Female,Married,3/22/2013,sabina.chowdhury@example.com,1615984589,744
cst_aw00193,Nusrat,Islam,8/18/1966,Female,Single,9/15/2010,nusrat.islam@example.com,1882911933,1431
cst_aw00194,Md.,Khan,9/23/1965,Male,Single,7/3/2023,md.khan@example.com,1870541292,674
cst_aw00195,Rafiq,Rahman,7/7/1968,Male,Married,5/16/2019,rafiq.rahman@example.com,1959407654,992
cst_aw00196,Jamal,Sarkar,10/29/1968,Male,Single,1/30/2015,jamal.sarkar@example.com,1868290391,1550
cst_aw00197,Fatima,Sarkar,6/15/1985,Female,Single,10/17/2021,fatima.sarkar@example.com,1561151075,1606
cst_aw00198,Sabina,Islam,9/26/1976,Female,Married,4/23/2016,sabina.islam@example.com,1936154184,1860
cst_aw00199,Lina,Ahmed,11/28/1962,Female,Single,2/16/2022,lina.ahmed@example.com,1829645474,1480
cst_aw00200,Rina,Mollah,1/8/1963,Female,Single,8/25/2023,rina.mollah@example.com,1682737661,1887
cst_aw00201,Mim,Biswas,7/14/1993,Female,Married,3/3/2022,mim.biswas@example.com,1560269672,816
cst_aw00202,Mim,Rahman,6/23/1958,Female,Single,5/3/2012,mim.rahman@example.com,1910742907,405
cst_aw00203,Nusrat,Sarkar,10/6/1960,Female,Single,9/25/2020,nusrat.sarkar@example.com,1841127556,804
cst_aw00204,Sabina,Miah,10/24/1960,Female,Married,3/17/2020,sabina.miah@example.com,1867396088,1859
cst_aw00205,Sonia,Hossain,7/29/1960,Female,Single,4/20/2011,sonia.hossain@example.com,1852334095,1742
cst_aw00206,Sonia,Miah,12/30/1955,Female,Single,8/10/2015,sonia.miah@example.com,1929586241,1828
cst_aw00207,Tahmina,Chowdhury,7/17/1984,Female,Married,8/25/2018,tahmina.chowdhury@example.com,1514338305,779
cst_aw00208,Hasan,Miah,11/23/1983,Male,Married,11/20/2016,hasan.miah@example.com,1639458428,1580
cst_aw00209,Md.,Sarkar,6/8/1970,Male,Married,6/7/2022,md.sarkar@example.com,1688263904,699
cst_aw00210,Abdul,Khan,9/26/2001,Male,Single,1/28/2022,abdul.khan@example.com,1526940322,819
cst_aw00211,Rafiq,Sarkar,4/30/1985,Male,Married,1/19/2024,rafiq.sarkar@example.com,1846395995,427
cst_aw00212,Hasan,Sarkar,10/23/1968,Male,Married,11/8/2015,hasan.sarkar@example.com,1835181989,784
cst_aw00213,Mim,Mollah,3/13/1980,Female,Single,7/31/2018,mim.mollah@example.com,1817003833,1659
cst_aw00214,Jamal,Biswas,11/21/1963,Male,Married,6/7/2023,jamal.biswas@example.com,1652023425,1049
cst_aw00215,Abdul,Islam,10/12/1961,Male,Married,5/15/2014,abdul.islam@example.com,1601022692,1575
cst_aw00216,Farid,Ahmed,12/24/2003,Male,Married,4/30/2024,farid.ahmed@example.com,1925780435,1277
cst_aw00217,Kamal,Hossain,7/23/1966,Male,Single,6/28/2012,kamal.hossain@example.com,1982819190,337
cst_aw00218,Rafiq,Biswas,4/27/1997,Male,Married,5/3/2013,rafiq.biswas@example.com,1835770404,1729
cst_aw00219,Jannat,Rahman,11/14/1956,Female,Divorced,2/16/2022,jannat.rahman@example.com,1857476544,827
cst_aw00220,Rina,Miah,12/29/1991,Female,Single,9/17/2015,rina.miah@example.com,1693161896,42
cst_aw00221,Kamal,Ahmed,8/31/2002,Male,Married,1/13/2013,kamal.ahmed@example.com,1569955013,626
cst_aw00222,Kamal,Hossain,7/20/1956,Male,Single,12/2/2019,kamal.hossain@example.com,1776300643,1876
cst_aw00223,Rina,Miah,9/18/1997,Female,Married,8/4/2014,rina.miah@example.com,1699285269,727
cst_aw00224,Fatima,Biswas,5/26/1968,Female,Single,9/24/2011,fatima.biswas@example.com,1753327057,1032
cst_aw00225,Kamal,Rahman,2/27/1973,Male,Single,2/6/2014,kamal.rahman@example.com,1739020429,476
cst_aw00226,Sajid,Islam,1/12/1989,Male,Married,3/20/2016,sajid.islam@example.com,1568168694,760
cst_aw00227,Imran,Sarkar,5/2/1987,Male,Single,3/19/2018,imran.sarkar@example.com,1992091864,157
cst_aw00228,Lina,Khan,1/15/1968,Female,Married,3/8/2011,lina.khan@example.com,1971355668,425
cst_aw00229,Jannat,Miah,5/7/1975,Female,Single,7/20/2012,jannat.miah@example.com,1811288560,1709
cst_aw00230,Kamal,Chowdhury,10/5/1997,Male,Single,10/6/2013,kamal.chowdhury@example.com,1719569041,1555
cst_aw00231,Abdul,Mollah,7/29/1968,Male,Divorced,1/4/2015,abdul.mollah@example.com,1960056849,1468
cst_aw00232,Farid,Biswas,12/30/1962,Male,Single,6/23/2013,farid.biswas@example.com,1705115595,246
cst_aw00233,Hasan,Hossain,3/5/2005,Male,Married,5/12/2023,hasan.hossain@example.com,1974319086,497
cst_aw00234,Fatima,Biswas,9/30/1982,Female,Married,4/25/2021,fatima.biswas@example.com,1985917199,601
cst_aw00235,Sonia,Miah,7/29/1967,Female,Single,10/28/2020,sonia.miah@example.com,1913585580,635
cst_aw00236,Abdul,Rahman,12/16/1989,Male,Single,12/20/2022,abdul.rahman@example.com,1625124419,199
cst_aw00237,Sajid,Miah,4/26/1991,Male,Single,5/31/2019,sajid.miah@example.com,1870728289,594
cst_aw00238,Rina,Khan,1/22/1971,Female,Single,1/19/2024,rina.khan@example.com,1639200652,581
cst_aw00239,Farid,Biswas,7/16/1962,Male,Married,11/28/2010,farid.biswas@example.com,1703112904,823
cst_aw00240,Shahriar,Islam,6/26/1974,Male,Divorced,1/17/2010,shahriar.islam@example.com,1652269986,372
cst_aw00241,Imran,Chowdhury,8/17/2006,Male,Single,11/25/2012,imran.chowdhury@example.com,1781240677,1326
